ID,Longitude,Latitude,CoastDist,MAT,Precip,JuMin,JuMax,JuMean,JaMin,JaMax,JaMean,TempR,GS32,GS28,PE,ET,Elevation,Texture,AWCAvg,Permeab,PM100,PM200,PM300,PM400,PM500,PM600,SolRad6,SolRad12,SolRad,QUDO,QUDO_BA
27,-121.291,36.99542,47.117,15.11667,479.32339,12.86667,27.9,20.38333,3.02778,13.47222,8.25,12.13333,227.7,287.5,637.79401,213.36,518.15997,2,85.09,1,0,0,0,0,0,1,27.9748,12.697,7825.37793,0,0
28,-121.3326,36.93394,41.144,14.61667,357.759,11.82778,30.36667,21.09722,1.94444,14.83889,8.39167,12.70556,247,315,650.74799,304.79999,182.88,4,175.51401,1,0,0,0,0,0,3,26.0187,3.5693,5223.9082,0,0
29,-121.3147,36.93038,42.531,14.66667,392.37921,11.83889,30.83333,21.33611,1.9,14.77222,8.33611,13,245.5,310,654.04999,298.95801,259.07999,4,175.51401,1,0,0,0,0,0,3,27.1191,4.8086,5741.68896,0,0
30,-121.2538,36.92378,47.526,14.95556,510.8194,12.17778,33.14444,22.66111,1.81667,14.67222,8.24444,14.41667,233.89999,294.20001,664.97198,284.22601,563.88,2,106.172,1,0,0,0,0,0,2,28.421,9.2195,7064.45801,0,0
31,-121.2782,36.92378,45.445,14.86667,460.2226,12.15,32.72222,22.43611,1.83333,14.76667,8.3,14.13611,240,300,663.448,289.306,502.92001,4,106.172,3,0,0,0,0,0,3,28.5221,6.318,6363.07813,0,0
32,-121.275,36.99339,48.333,15.08333,491.41382,12.92778,27.93333,20.43056,3.01667,13.33333,8.175,12.25556,229.5,287.5,637.79401,230.12399,502.92001,2,85.09,1,0,0,0,0,0,1,28.9661,11.2487,7644.25488,0,0
33,-121.2705,36.98323,48.233,15.08333,486.5878,12.86667,27.90556,20.38611,3.01667,13.45556,8.23611,12.15,233.3,289.20001,643.38202,230.12399,502.92001,4,85.09,3,0,0,0,0,0,1,29.1231,8.2896,6948.49805,0,0
34,-121.3141,36.9756,44.368,15.18333,439.6232,12.68333,28.66111,20.67222,3.06111,13.75,8.40556,12.26667,233.3,289.5,648.96997,218.44,441.95999,4,85.09,3,0,0,0,0,0,3,28.4561,7.1749,6558.97314,0,0
35,-121.2698,36.96189,47.424,15.06111,478.5614,12.77778,28.27778,20.52778,3.02778,13.57778,8.30278,12.225,231.89999,294.60001,660.40002,226.06,533.40002,4,85.09,1,0,0,0,0,0,3,27.8758,4.8314,5880.66406,0,0
36,-121.2987,36.95376,44.748,14.77778,439.41998,11.97222,32.5,22.23611,1.99444,14.48333,8.23889,13.99722,241,300,651.51001,285.75,457.20001,4,85.09,3,0,0,0,0,0,3,26.7793,3.5107,5344.45898,0,0
37,-121.2615,36.94715,47.627,14.90556,491.03281,12.33889,32.96111,22.65,1.94444,14.51111,8.22778,14.42222,238.39999,293.29999,677.164,279.39999,563.88,4,175.51401,1,0,0,0,0,0,3,29.0005,9.3845,7190.80615,0,0
38,-121.3166,36.94512,42.927,14.67222,407.11121,11.91667,31.29445,21.60556,1.97222,14.6,8.28611,13.31944,240.60001,308.29999,651.25598,295.14801,259.07999,4,85.09,1,0,0,0,0,0,3,27.0564,8.7852,6719.63623,0,0
39,-121.2923,36.938,44.694,14.76667,438.27698,11.89444,32.22222,22.05833,1.92222,14.66667,8.29444,13.76389,238.3,304.10001,657.09802,293.37,289.56,4,85.09,3,0,0,0,0,0,3,26.3235,3.5472,5272.58984,0,0
40,-121.2679,36.90599,45.869,14.91667,484.5304,12.06667,32.72222,22.39444,1.76667,14.76667,8.26667,14.12778,238.39999,297.70001,667.51202,289.306,563.88,4,106.172,1,0,0,0,0,0,3,27.7847,9.0882,6928.97705,0,0
41,-121.2846,36.90142,44.313,14.83889,439.52161,11.98333,32.45,22.21667,1.78333,14.96667,8.375,13.84167,242.3,305,663.448,299.72,396.23999,4,175.51401,1,0,0,0,0,0,3,28.68,11.0971,7562.09912,0,0
42,-121.3089,36.90193,42.189,14.76111,365.58218,11.94444,31.29445,21.61944,1.97778,15.06111,8.51944,13.1,243.10001,315,657.09802,304.79999,335.28,4,175.51401,1,0,0,0,0,0,3,27.4143,6.1387,6124.33887,0,0
43,-121.2942,36.88109,43.04,14.71111,384.9624,11.87222,31.52778,21.7,1.96667,15.06111,8.51389,13.18611,242.5,310,660.40002,304.79999,320.04001,4,175.51401,1,0,0,0,0,0,3,28.0156,6.2446,6257.50195,0,0
44,-121.2846,36.85315,43.431,14.78889,383.46381,11.85,31.52778,21.68889,2.14444,15.06111,8.60278,13.08611,242.8,312.5,665.73401,306.32401,274.32001,4,175.51401,1,0,0,0,0,0,3,25.2999,2.5481,4802.39209,0,0
45,-121.2551,36.84857,46.026,14.86111,436.34662,11.95556,32.68333,22.31944,1.76667,14.76667,8.26667,14.05278,234.3,300,673.09998,294.64001,655.32001,3,175.51401,1,0,0,0,0,0,1,28.2047,4.8856,5952.56201,0,0
46,-121.4948,36.81605,24.588,14.49444,464.3374,11.13889,27.85556,19.49722,2.85556,15.77778,9.31667,10.18056,275,350,627.38,325.12,198.12,4,165.608,3,0,0,0,0,0,1,27.7628,7.0477,6410.26611,0,0
47,-121.4628,36.80945,27.38,14.63889,464.79459,11.05,28.51667,19.78333,2.8,15.75556,9.27778,10.50556,275,350,630.42798,321.564,152.39999,4,165.608,1,0,0,0,0,0,3,27.8016,8.8381,6869.09717,0,0
48,-121.4307,36.79827,30.314,14.72222,445.38901,11.12222,29.44444,20.28333,2.75,15.71667,9.23333,11.05,275,350,635,316.23001,274.32001,2,165.608,1,0,0,0,0,0,1,27.644,8.8955,6857.22607,0,0
49,-121.4762,36.76473,26.755,14.58333,541.29944,10.85556,29.04445,19.95,2.96111,15.80556,9.38333,10.56667,267.5,333.29999,627.888,314.198,731.52002,2,94.488,1,0,0,0,0,0,5,29.8453,10.5134,7600.2749,0,0
50,-121.3743,36.77642,35.53,14.81111,355.4476,11.35556,28.51667,19.93611,2.62222,15.61667,9.11944,10.81667,270.79999,339.20001,648.20801,312.42001,335.28,4,165.608,1,0,0,0,0,0,3,26.6835,5.3601,5787.95605,0,0
51,-121.3826,36.76575,34.981,14.74444,405.86661,11.26111,30.23333,20.74722,2.67222,15.63889,9.15556,11.59167,266.60001,333.29999,643.12799,307.086,381,4,165.608,1,0,0,0,0,0,3,27.6383,6.241,6181.11523,0,0
52,-121.357,36.76067,37.322,14.81111,341.63,11.35556,28.88889,20.12222,2.55556,15.57778,9.06667,11.05556,262.5,332.10001,649.73199,308.60999,289.56,4,165.608,1,0,0,0,0,0,3,27.2278,4.8709,5777.02783,0,0
53,-121.2551,36.7627,46.236,14.97778,323.67221,11.82778,31.66667,21.74722,2.09444,15.06111,8.57778,13.16944,233.3,300,669.79797,295.40201,426.72,4,175.51401,1,0,0,0,0,0,3,28.1368,9.2042,7000.17676,0,0
54,-121.4503,36.72967,30.074,14.57778,610.15881,10.92222,30.55556,20.73889,2.96111,15.77778,9.36944,11.36944,257.5,308.29999,624.078,304.79999,701.03998,4,94.488,1,0,0,0,0,0,1,29.7855,10.7944,7658.59521,0,0
55,-121.4287,36.67987,33.928,14.54444,558.36823,10.81667,32.36666,21.59167,2.87778,15.74444,9.31111,12.28056,244.2,294.10001,583.69202,302.51401,822.96002,2,94.488,1,2,0,0,0,0,0,28.7793,6.4988,6439.85107,0,0
56,-121.3708,36.74593,36.404,14.77778,424.53561,11.22222,30.13889,20.68056,2.60556,15.61667,9.11111,11.56944,258.29999,325,643.89001,304.79999,320.04001,4,165.608,1,0,0,0,0,0,3,28.4952,11.8738,7713.41113,1,46
57,-121.3651,36.69156,38.596,14.68333,504.06299,11.3,32.68333,21.99167,2.58889,15.63333,9.11111,12.88056,242.5,296.39999,641.09601,291.59201,655.32001,3,94.488,1,2,0,0,0,0,0,29.5315,8.5628,7081.14893,1,2
58,-121.395,36.68292,36.536,14.61111,533.19684,11.00556,32.65556,21.83055,2.72222,15.69444,9.20833,12.62222,243.7,293.70001,580.13599,297.17999,807.71997,3,94.488,1,0,0,0,0,0,1,26.6666,2.3756,5003.92285,0,0
59,-121.4096,36.67123,35.868,14.54444,550.44336,10.96111,32.65556,21.80833,2.77778,15.71667,9.24722,12.56111,240.3,292.60001,581.15198,298.95801,777.23999,4,94.488,1,0,0,0,0,0,1,29.8344,8.6841,7160.73877,0,0
60,-121.4103,36.74288,33.062,14.67778,476.52939,11.07222,31.29445,21.18333,2.77778,15.68889,9.23333,11.95,259.29999,316.60001,635,300.48199,609.59998,4,94.488,1,0,0,0,0,0,3,28.9159,7.392,6689.50488,0,0
61,-121.3632,36.7317,37.451,14.74444,440.436,11.22222,30.83333,21.02778,2.60556,15.61667,9.11111,11.91667,253.5,315,646.42999,294.13199,320.04001,4,94.488,1,0,0,0,0,0,3,28.6556,8.5091,6923.33301,1,69
62,-121.3505,36.72306,38.784,14.74444,437.642,11.26111,31.29445,21.27778,2.58889,15.61667,9.10278,12.175,250,312.5,646.68402,293.62399,304.79999,4,94.488,1,0,0,0,0,0,3,28.7182,9.8807,7271.41992,1,75
63,-121.3893,36.70782,36.003,14.67778,506.27277,11.07222,32.37222,21.72222,2.7,15.66111,9.18056,12.54167,247.5,300,637.79401,297.68799,777.23999,2,94.488,1,0,0,0,0,0,4,26.5926,2.3808,4991.58203,0,0
64,-121.4058,36.70833,34.564,14.63889,520.2428,10.96667,32.36666,21.66667,2.8,15.7,9.25,12.41667,247.7,298.39999,632.46002,299.974,868.67999,3,94.488,1,2,0,0,0,0,0,30.0564,9.0835,7296.20898,0,0
65,-121.3594,36.69715,38.908,14.68333,495.29999,11.20556,32.65556,21.93056,2.58889,15.63333,9.11111,12.81944,245,300,641.09601,291.59201,563.88,2,94.488,1,0,0,0,0,0,5,27.2998,5.4686,5921.60107,0,0
66,-121.2665,36.71747,46.184,14.92778,287.5788,11.73889,30.67778,21.20833,2.22222,15.27778,8.75,12.45833,233.3,304.10001,656.59003,279.39999,259.07999,4,175.51401,1,0,0,0,0,0,3,27.2952,6.1911,6110.12012,1,36
67,-121.3314,36.71849,40.552,14.78889,405.00299,11.47222,31.11111,21.29167,2.47778,15.57222,9.025,12.26667,244.39999,310.70001,653.034,285.75,381,4,165.608,1,0,0,0,0,0,3,27.4919,4.8978,5830.46387,1,10
68,-121.3161,36.70833,42.189,14.78889,390.70279,11.5,31.29445,21.39722,2.44444,15.57222,9.00833,12.38889,241.60001,309.29999,647.70001,285.75,304.79999,4,165.608,1,0,0,0,0,0,3,26.605,5.3726,5777.63379,1,17
69,-121.2519,36.70782,47.678,14.92778,294.61459,11.76111,30.98333,21.37222,2.03333,15.18333,8.60833,12.76389,229.10001,300,657.09802,278.384,243.84,4,175.51401,1,0,0,0,0,0,3,28.4336,8.4312,6867.5542,1,23
70,-121.2945,36.70579,44.094,14.82222,336.77859,11.57778,31.11111,21.34444,2.35556,15.46111,8.90833,12.43611,240.60001,307.10001,650.23999,283.97198,213.36,4,278.892,1,0,0,0,0,0,3,28.3902,9.0679,7019.62695,1,61
71,-121.3078,36.69054,43.487,14.78889,425.04358,11.52222,31.87222,21.69722,2.36111,15.55556,8.95833,12.73889,238.8,303.10001,656.59003,285.75,259.07999,4,94.488,1,0,0,0,0,0,3,26.4776,5.3617,5752.96191,1,5
72,-121.2639,36.67936,47.577,14.86111,326.13602,11.67222,31.87222,21.77222,1.94444,15.36667,8.65556,13.11667,228.10001,297.70001,664.97198,282.95599,243.84,2,278.892,1,0,0,0,0,0,1,27.9057,7.1384,6456.53711,1,37
73,-121.4605,36.65904,32.546,14.72222,497.38281,10.98889,26.66667,18.82778,1.91667,15.88889,8.90278,9.925,239.2,316.60001,603.50403,190.5,320.04001,2,59.944,1,2,0,0,0,0,0,23.7975,8.3101,6050.02783,0,0
74,-121.4745,36.64126,30.632,14.62778,369.95099,10.97222,23.88889,17.43056,2.10556,15.93333,9.01944,8.41111,250,329.10001,595.63,190.5,198.12,2,94.488,1,2,0,0,0,0,0,27.1309,12.2374,7569.31592,0,0
75,-121.4249,36.62144,35.461,14.66667,397.66241,10.86111,26.66667,18.76389,1.85,15.66667,8.75833,10.00556,234.60001,312.5,595.63,173.228,350.51999,3,94.488,1,2,0,0,0,0,0,27.9268,9.1606,6954.3208,0,0
76,-121.4267,36.60167,35.801,14.65,338.68359,10.98333,26.66667,18.825,2.08333,15.69444,8.88889,9.93611,247.5,325,592.58197,171.45,198.12,3,278.892,3,2,0,0,0,0,0,21.9458,2.0329,3685.06909,0,0
77,-121.405,36.65669,36.997,14.54444,543.15363,11.07222,32.65556,21.86389,2.75,15.71667,9.23333,12.63056,240.3,291.10001,580.64398,298.95801,838.20001,4,94.488,3,0,0,0,0,0,3,29.9803,8.7448,7199.58301,0,0
78,-121.3505,36.61682,43.376,14.81111,553.82159,10.87778,29.44444,20.16111,1.43333,15.46111,8.44722,11.71389,217.8,285,601.72601,152.39999,762,3,94.488,1,0,0,0,0,2,0,26.8361,4.788,5658.77881,1,5
79,-121.3686,36.61523,42.074,14.77222,497.0018,10.86111,28.51667,19.68889,1.56667,15.50556,8.53611,11.15278,221.39999,290,600.96399,152.39999,579.12,3,59.944,3,2,0,0,0,0,0,27.2451,9.2288,6850.92188,0,0
80,-121.3848,36.61283,39.156,14.70556,454.9902,10.92222,27.58889,19.25556,1.69444,15.55556,8.625,10.63056,225,295,596.90002,160.02,304.79999,3,59.944,1,0,0,0,0,0,3,23.2838,2.0204,4033.46606,0,0
81,-121.3515,36.60247,42.36,14.74444,494.48721,10.85556,29.44444,20.15,1.52778,15.46111,8.49444,11.65556,217.8,287.5,597.66199,150.114,731.52002,3,94.488,1,0,0,0,0,2,0,29.5124,11.8184,7861.375,1,18
82,-121.3646,36.58732,41.553,14.78333,397.58618,10.88333,29.44444,20.16389,1.62778,15.5,8.56389,11.6,230,291.60001,572.51599,150.114,609.59998,3,94.488,1,2,0,0,0,0,0,26.4767,4.7663,5591.12598,0,0
83,-121.3106,36.63755,45.445,14.82222,520.7254,11.52222,33.68333,22.60278,2.27222,15.62778,8.95,13.65278,227.2,284.29999,635,291.59201,899.15997,3,94.488,1,2,0,0,0,0,0,29.4249,12.9238,8104.41113,0,0
84,-121.2691,36.63596,48.88,14.92778,442.06158,11.68333,33.82778,22.75556,1.66667,15.55556,8.61111,14.14444,225,284.60001,646.42999,287.78201,350.51999,3,94.488,1,0,0,0,0,0,3,25.5453,2.5641,4854.54004,0,0
85,-121.3146,36.61443,46.288,14.76667,681.91382,11.46667,33.82778,22.64722,2.22222,15.69444,8.95833,13.68889,226.89999,280.79999,569.21399,295.14801,883.91998,3,94.488,1,2,0,0,0,0,0,28.8217,6.5147,6459.84717,1,41
86,-121.3055,36.61124,47.168,14.8,665.099,11.52222,33.82778,22.675,2.03333,15.66111,8.84722,13.82778,225,280.79999,567.69,293.37,868.67999,2,94.488,1,2,0,0,0,0,0,28.8908,6.5473,6470.84277,1,11
87,-121.2772,36.58732,50.678,14.86111,537.94659,11.59444,34.26667,22.93056,1.47778,15.62222,8.55,14.38056,217.5,276.89999,563.11798,292.10001,883.91998,3,94.488,1,2,0,0,0,0,0,27.8843,3.5544,5555.56396,1,69
88,-121.3676,36.57894,41.553,14.75,365.6076,10.90556,28.05556,19.48056,1.77778,15.55556,8.66667,10.81389,235,300,589.28003,152.39999,457.20001,3,94.488,1,2,0,0,0,0,0,27.7179,4.9568,5885.60303,0,0
89,-121.3207,36.57974,45.551,14.71111,482.49841,11.35556,33.14444,22.25,2.22222,15.72778,8.975,13.275,222.89999,283.29999,568.45203,297.17999,792.47998,3,94.488,1,2,0,0,0,0,0,28.6156,6.4862,6417.28906,1,21
90,-121.3318,36.57496,44.748,14.66667,421.86859,11.3,33.08889,22.19444,2.26667,15.76111,9.01389,13.18056,225,284,569.97601,298.95801,822.96002,3,94.488,1,2,0,0,0,0,0,29.2722,12.9467,8071.66504,1,84
91,-121.3227,36.56459,45.869,14.7,394.36041,11.32778,33.21111,22.26944,2.22222,15.75556,8.98889,13.28056,222.89999,282.5,568.45203,298.95801,701.03998,3,94.488,1,2,0,0,0,0,0,29.4524,11.8702,7853.14502,1,38
92,-121.2944,36.55023,48.732,14.73889,398.24661,11.47222,33.61111,22.54167,1.99444,15.72222,8.85833,13.68333,218.7,278.5,565.40399,298.95801,746.76001,3,94.488,1,2,0,0,0,0,0,29.1819,6.5789,6540.729,1,22
93,-121.3308,36.53987,46.079,14.86111,351.53601,10.83333,29.44444,20.13889,1.70556,15.55556,8.63056,11.50833,221.39999,283.29999,603.758,144.01801,472.44,3,94.488,1,2,0,0,0,0,0,24.8457,8.7078,6322.69922,1,6
94,-121.0863,36.73843,61.5,15.43889,402.10742,12.52778,34.78333,23.65556,0.75555,14.16667,7.46111,16.19444,200,258.29999,693.16602,259.58801,701.03998,3,92.202,0,2,0,0,0,0,0,29.654,8.9075,7187.27588,1,86
95,-121.1126,36.73923,59.175,15.32222,410.51483,12.40556,34.14444,23.275,1.11111,14.35,7.73056,15.54444,202.5,265.60001,685.03802,261.366,579.12,3,92.202,1,2,0,0,0,0,0,29.3335,8.4693,7025.82422,1,12
96,-121.1429,36.73763,56.542,15.28333,396.2908,12.32222,33.61111,22.96667,1.2,14.44444,7.82222,15.14444,205,271.79999,681.73602,265.17599,518.15997,3,92.202,1,2,0,0,0,0,0,25.9633,2.4727,4902.99512,1,34
97,-121.1439,36.67703,57.895,15.33889,370.4082,12.25,33.98889,23.11944,0.69444,14.72222,7.70833,15.41111,197.89999,271.39999,671.06799,270.76401,533.40002,4,175.51401,1,0,0,0,0,0,0,27.9105,4.9321,5913.00195,1,15
98,-121.0777,36.72328,62.553,15.43889,385.41959,12.52778,34.78333,23.65556,0.63888,14.23889,7.43889,16.21667,200,256.20001,691.388,261.112,701.03998,2,92.202,1,0,0,0,0,2,0,29.7128,9.6876,7385.38184,1,64
99,-121.0333,36.71371,66.597,15.6,362.10239,12.69444,35.20555,23.95,0.52777,13.97778,7.25278,16.69722,194,250,700.53198,257.556,762,2,92.202,1,0,0,0,0,2,0,28.4841,4.9463,6017.50781,1,35
100,-121.2404,36.65111,50.63,14.89444,309.70221,11.81111,32.52778,22.16945,1.33333,15.36667,8.35,13.81944,220.8,290.89999,663.95599,282.194,274.32001,3,278.892,1,2,0,0,0,0,0,27.267,6.1963,6113.26807,1,36
101,-121.202,36.60805,55.637,15.12222,332.9686,12.01111,33.98889,23,0.76666,15.28889,8.02778,14.97222,204.10001,279.5,660.40002,283.97198,350.51999,3,175.51401,1,0,0,0,0,0,0,28.4235,9.2541,7062.5249,1,21
102,-121.2222,36.59848,54.45,15.07222,389.73761,11.88889,34.14444,23.01667,0.85,15.46111,8.15556,14.86111,207.10001,275,644.39801,285.75,411.48001,4,175.51401,1,0,0,0,0,0,5,26.7116,3.6277,5364.94385,1,36
103,-121.203,36.58971,56.414,15.09444,351.71381,11.95,34.6,23.275,0.76666,15.37778,8.07222,15.20278,203.5,270.29999,640.08002,286.51199,381,4,175.51401,1,0,0,0,0,0,0,27.396,9.1016,6849.1001,1,38
104,-121.1601,36.61602,58.724,15.26667,362.58499,12.22778,33.95555,23.09167,0.60555,15.02778,7.81667,15.275,197.2,277.5,656.08197,279.39999,762,3,175.51401,1,0,0,0,0,0,0,27.6947,9.4631,6980.271,1,25
105,-121.154,36.60725,59.583,15.29444,379.37439,12.26667,34.65,23.45833,0.46111,15.02778,7.74444,15.71389,192.5,275,653.79602,279.39999,883.91998,3,175.51401,0,0,0,0,0,0,0,28.6572,9.739,7207.32715,1,23
106,-121.1166,36.59928,63.015,15.40556,424.07837,12.42222,35.27778,23.85,0.11111,14.88333,7.49722,16.35278,187.5,266.60001,662.43201,278.384,762,3,175.51401,1,0,0,0,0,0,3,29.8315,9.0385,7244.88281,1,9
107,-121.003,36.66467,70.376,15.78889,326.5932,13.39444,35.47222,24.43333,0.63333,14.13889,7.38611,17.04722,188,249.7,717.80402,261.112,670.56,3,92.202,1,0,0,0,0,0,3,29.5797,8.9091,7174.93506,1,29
108,-121.0606,36.59449,76.942,15.58889,418.51578,12.71667,35.36666,24.04167,0,14.63333,7.31667,16.725,179.5,250,685.79999,273.04999,990.59998,3,175.51401,1,0,0,0,0,0,0,29.5162,9.9699,7406.79199,1,27
109,-121.0696,36.66228,64.719,15.55556,373.45621,12.61667,35.06667,23.84167,0.16111,14.41111,7.28611,16.55556,188,250,686.56201,266.70001,670.56,2,92.202,1,0,0,0,0,2,0,29.604,8.9186,7178.79297,1,25
110,-121.0191,36.64234,69.65,15.74444,332.0542,13.33333,35.46111,24.39722,0.31666,14.28333,7.3,17.09722,183.3,250,713.48602,264.668,670.56,3,92.202,1,0,0,0,0,0,3,28.2676,4.9614,5983.39795,1,88
111,-121.001,36.60805,81.104,15.74444,333.09561,13.78333,35.61666,24.7,0.22222,14.30556,7.26389,17.43611,182.5,237.5,719.58197,266.19199,792.47998,2,92.202,1,0,0,0,0,2,0,28.7126,6.5125,6431.82324,1,28
112,-121.2242,36.57655,55.419,15.01667,423.46881,11.82778,34.20555,23.01667,1.02222,15.55556,8.28889,14.72778,208.3,269.70001,635,289.56,670.56,3,94.488,1,2,0,0,0,0,0,28.4175,6.4649,6369.65918,1,3
